RestaurantID,CategoryID,TimeID,PaymentMethod,TransportMode,TotalRevenue,TotalDeliveryTime,NumberOfDeliveries
2,1,609,Cash,Car,75.5,29,9
3,1,32,Credit card,Scooter,17.3,10,3
4,1,666,Cash,Scooter,159.8,57,11
1,0,278,Cash,Bike,87.7,32,13
3,1,978,Bancomat,Bike,104.1,26,18
4,1,96,Credit card,Scooter,30.5,15,3
1,0,940,Credit card,Car,131.4,46,22
0,4,312,Credit card,Scooter,193.6,53,32
1,0,730,Cash,Scooter,161.4,43,11
3,1,687,Cash,Bike,180.1,61,29
3,1,259,Bancomat,Bike,101.1,33,11
4,1,71,Bancomat,Scooter,173.3,46,21
1,0,432,Cash,Scooter,59.6,17,10
2,1,114,Credit card,Scooter,86.5,23,10
0,4,183,Cash,Bike,10.9,8,1
2,1,354,Cash,Bike,38.4,14,3
3,1,167,Cash,Bike,38.1,14,5
1,0,398,Satispay,Scooter,53.6,21,6
0,4,375,Satispay,Car,166.2,52,18
2,1,586,Credit card,Scooter,55.1,16,7
2,1,311,Credit card,Scooter,21.8,9,2
1,0,630,Satispay,Bike,106.0,30,13
2,1,256,Credit card,Scooter,25.5,12,5
3,1,940,Credit card,Car,127.7,45,20
3,1,267,Cash,Scooter,79.2,21,8
0,4,747,Cash,Scooter,131.3,37,15
2,1,546,Bancomat,Scooter,161.9,47,10
4,1,735,Credit card,Bike,180.7,53,28
3,1,219,Credit card,Scooter,150.4,45,24
4,1,480,Bancomat,Car,148.4,37,13
2,1,845,Satispay,Bike,140.2,38,20
0,4,404,Bancomat,Bike,85.0,29,12
0,4,140,Bancomat,Bike,155.0,46,11
1,0,676,Credit card,Bike,23.1,11,2
0,4,112,Bancomat,Bike,130.1,46,20
2,1,352,Bancomat,Bike,89.8,26,8
0,4,510,Bancomat,Scooter,143.5,50,13
3,1,357,Bancomat,Bike,55.5,22,10
2,1,19,Credit card,Bike,110.1,37,16
4,1,822,Credit card,Bike,146.5,48,9
3,1,625,Credit card,Bike,131.4,35,17
3,1,283,Credit card,Scooter,182.6,60,15
0,4,365,Credit card,Scooter,25.6,13,5
0,4,184,Satispay,Bike,193.2,64,31
4,1,155,Bancomat,Scooter,102.3,32,18
1,0,6,Bancomat,Bike,90.8,23,16
4,1,419,Credit card,Scooter,31.1,14,3
3,1,93,Credit card,Car,126.2,40,11
0,4,415,Cash,Scooter,111.5,31,16
2,1,370,Cash,Bike,30.7,12,2
0,4,398,Bancomat,Bike,45.1,14,5
3,1,942,Cash,Car,165.0,44,27
0,4,297,Satispay,Scooter,71.9,24,5
3,1,45,Credit card,Scooter,198.7,45,25
4,1,486,Credit card,Scooter,154.7,41,14
4,1,161,Cash,Car,119.9,28,20
4,1,544,Credit card,Bike,92.8,27,14
2,1,360,Credit card,Car,129.2,41,9
3,1,998,Cash,Scooter,77.0,27,9
2,1,936,Satispay,Bike,94.4,33,8
4,1,103,Credit card,Scooter,134.3,34,8
1,0,72,Satispay,Bike,64.4,24,8
4,1,574,Bancomat,Bike,199.7,45,34
1,0,402,Satispay,Bike,83.6,27,6
0,4,272,Cash,Bike,96.7,28,9
1,0,486,Satispay,Bike,96.6,30,6
1,0,108,Cash,Bike,52.5,20,3
4,1,286,Cash,Bike,93.5,25,11
2,1,133,Credit card,Bike,83.6,21,9
2,1,32,Cash,Scooter,21.0,10,3
3,1,771,Credit card,Bike,157.1,57,12
4,1,402,Credit card,Bike,79.2,25,5
4,1,364,Satispay,Scooter,44.5,19,5
3,1,594,Credit card,Bike,144.1,39,23
2,1,227,Cash,Bike,129.4,35,14
2,1,351,Cash,Bike,151.0,53,22
2,1,397,Satispay,Scooter,60.6,23,11
1,0,35,Credit card,Scooter,17.8,10,3
2,1,647,Bancomat,Scooter,110.4,29,7
3,1,680,Credit card,Scooter,101.5,31,11
4,1,457,Credit card,Scooter,80.0,28,9
2,1,867,Credit card,Bike,66.5,20,9
1,0,428,Cash,Scooter,21.1,9,4
1,0,81,Credit card,Bike,93.1,25,16
3,1,243,Credit card,Scooter,47.5,16,6
0,4,403,Bancomat,Bike,92.2,35,5
2,1,865,Cash,Bike,61.5,18,8
3,1,489,Cash,Scooter,184.4,60,22
3,1,777,Satispay,Scooter,20.6,10,2
0,4,696,Bancomat,Bike,50.0,20,4
0,4,185,Cash,Bike,15.1,8,1
1,0,620,Bancomat,Bike,198.8,69,29
1,0,243,Credit card,Scooter,79.3,21,7
3,1,650,Cash,Bike,168.1,52,23
0,4,50,Cash,Car,58.1,18,4
3,1,692,Credit card,Bike,22.7,9,3
1,0,707,Credit card,Scooter,193.8,58,11
3,1,971,Cash,Scooter,69.3,25,5
0,4,724,Cash,Bike,24.4,10,3
4,1,313,Credit card,Scooter,27.9,10,2
3,1,173,Credit card,Bike,131.3,39,20
4,1,732,Satispay,Scooter,152.6,44,8
4,1,163,Credit card,Bike,110.4,31,13
1,0,566,Cash,Bike,118.9,37,10
2,1,378,Credit card,Bike,67.7,27,7
3,1,589,Credit card,Bike,177.5,50,24
0,4,431,Cash,Scooter,79.5,28,12
2,1,896,Bancomat,Car,26.7,10,3
2,1,475,Credit card,Scooter,69.9,20,5
1,0,109,Cash,Scooter,113.7,36,19
2,1,348,Satispay,Bike,94.1,31,7
1,0,202,Credit card,Bike,71.7,20,11
3,1,132,Credit card,Scooter,34.8,14,4
3,1,57,Bancomat,Car,85.7,32,9
1,0,451,Satispay,Bike,55.2,22,3
0,4,206,Cash,Bike,143.5,44,24
3,1,362,Cash,Scooter,194.6,62,33
4,1,292,Credit card,Bike,131.4,35,12
0,4,347,Cash,Car,30.9,12,6
0,4,438,Credit card,Scooter,52.3,17,8
1,0,320,Credit card,Scooter,52.4,16,7
1,0,991,Bancomat,Bike,30.3,14,3
4,1,914,Credit card,Scooter,104.5,29,16
1,0,434,Cash,Scooter,119.9,40,11
1,0,99,Bancomat,Scooter,23.6,9,3
0,4,556,Cash,Car,90.7,23,7
4,1,852,Credit card,Scooter,49.3,14,7
0,4,58,Cash,Bike,66.9,27,6
2,1,145,Credit card,Scooter,126.4,30,7
1,0,734,Cash,Bike,38.9,16,3
0,4,393,Bancomat,Bike,95.2,29,6
3,1,584,Satispay,Bike,155.4,46,20
1,0,757,Credit card,Scooter,86.1,26,10
2,1,588,Cash,Bike,199.6,51,21
2,1,261,Cash,Scooter,168.9,43,22
3,1,11,Satispay,Bike,114.0,28,17
0,4,454,Credit card,Car,70.3,26,12
0,4,752,Cash,Scooter,30.1,15,2
4,1,587,Satispay,Scooter,163.8,43,12
4,1,964,Credit card,Scooter,93.0,33,12
3,1,929,Credit card,Car,142.4,52,10
3,1,937,Credit card,Scooter,54.0,21,3
1,0,550,Bancomat,Bike,85.7,23,5
0,4,587,Cash,Bike,185.2,45,26
4,1,193,Bancomat,Bike,158.9,53,23
2,1,730,Bancomat,Scooter,189.6,59,20
1,0,864,Cash,Bike,191.2,45,23
4,1,423,Credit card,Scooter,13.1,8,3
1,0,515,Bancomat,Bike,198.0,66,23
2,1,847,Bancomat,Bike,169.8,42,20
1,0,187,Credit card,Bike,93.4,28,16
3,1,413,Cash,Scooter,199.9,56,22
1,0,905,Credit card,Bike,18.2,10,1
1,0,613,Cash,Car,73.8,26,9
3,1,877,Cash,Car,31.4,12,4
3,1,585,Bancomat,Bike,189.6,66,13
2,1,976,Bancomat,Scooter,137.0,40,8
3,1,984,Bancomat,Scooter,55.2,17,9
4,1,503,Credit card,Bike,54.9,15,8
0,4,169,Credit card,Bike,137.9,44,18
4,1,964,Bancomat,Bike,45.0,15,7
4,1,896,Credit card,Scooter,138.8,46,18
4,1,497,Bancomat,Bike,145.6,34,22
0,4,813,Bancomat,Bike,159.0,52,11
4,1,953,Credit card,Scooter,153.2,54,9
3,1,122,Bancomat,Bike,11.2,7,2
3,1,149,Credit card,Scooter,100.6,28,10
2,1,156,Credit card,Bike,137.6,37,14
4,1,754,Credit card,Bike,135.5,42,11
3,1,190,Cash,Bike,151.6,43,12
2,1,102,Satispay,Car,137.9,37,19
2,1,592,Cash,Bike,190.7,43,24
4,1,219,Cash,Car,92.7,29,9
2,1,180,Credit card,Bike,107.2,33,9
3,1,490,Credit card,Bike,11.9,7,2
0,4,28,Credit card,Car,192.1,56,29
3,1,978,Satispay,Scooter,42.2,13,7
1,0,772,Credit card,Scooter,94.1,29,14
4,1,293,Cash,Bike,83.8,22,7
2,1,164,Bancomat,Scooter,86.1,30,14
3,1,153,Satispay,Bike,173.4,61,26
4,1,973,Cash,Bike,193.0,69,16
3,1,245,Credit card,Car,82.0,29,7
1,0,685,Bancomat,Bike,66.8,23,11
0,4,60,Bancomat,Scooter,42.0,13,4
1,0,749,Cash,Scooter,122.3,30,14
1,0,13,Credit card,Bike,38.7,16,5
1,0,131,Cash,Bike,194.5,57,23
0,4,844,Credit card,Car,200.0,69,11
4,1,202,Satispay,Bike,163.1,37,9
3,1,879,Satispay,Car,43.6,18,5
1,0,571,Satispay,Bike,103.4,36,16
0,4,667,Satispay,Scooter,118.6,42,20
3,1,202,Credit card,Scooter,141.0,33,18
3,1,315,Credit card,Scooter,152.3,53,15
1,0,871,Bancomat,Bike,114.6,33,7
1,0,576,Credit card,Scooter,80.8,25,5
2,1,395,Cash,Bike,109.0,27,12
3,1,638,Bancomat,Bike,139.0,47,15
3,1,855,Satispay,Scooter,43.5,19,5
2,1,86,Cash,Scooter,116.7,37,12
1,0,425,Bancomat,Car,92.5,24,13
4,1,472,Bancomat,Bike,37.5,14,2
0,4,184,Bancomat,Bike,136.2,47,10
3,1,707,Bancomat,Bike,190.6,59,20
0,4,683,Credit card,Bike,83.2,28,14
0,4,166,Credit card,Bike,170.4,42,12
4,1,953,Bancomat,Car,25.4,11,4
1,0,176,Cash,Bike,119.1,35,11
2,1,696,Credit card,Bike,177.9,60,30
1,0,555,Credit card,Scooter,79.3,25,11
2,1,581,Credit card,Bike,163.3,46,15
1,0,521,Credit card,Bike,93.3,28,7
1,0,15,Cash,Car,107.5,26,12
1,0,909,Credit card,Scooter,167.4,51,22
1,0,196,Cash,Scooter,172.1,52,9
1,0,412,Satispay,Car,20.6,9,4
1,0,924,Credit card,Bike,194.6,44,25
4,1,755,Credit card,Scooter,74.2,23,11
1,0,585,Cash,Bike,102.8,30,6
2,1,297,Satispay,Scooter,63.9,19,11
1,0,705,Satispay,Bike,95.6,26,7
0,4,511,Bancomat,Bike,194.0,68,12
1,0,253,Satispay,Bike,148.9,45,13
2,1,655,Cash,Car,119.8,41,11
0,4,895,Cash,Car,192.4,47,31
1,0,122,Bancomat,Bike,143.9,45,10
1,0,327,Credit card,Scooter,125.2,43,20
1,0,382,Bancomat,Bike,190.0,57,11
3,1,835,Satispay,Scooter,169.4,54,13
1,0,776,Cash,Bike,129.5,42,21
4,1,463,Bancomat,Bike,133.5,39,7
1,0,101,Cash,Car,90.7,30,15
2,1,495,Satispay,Scooter,50.0,15,8
3,1,482,Cash,Bike,44.7,16,8
1,0,282,Credit card,Car,73.9,29,8
1,0,696,Bancomat,Scooter,179.3,52,27
3,1,880,Bancomat,Bike,125.9,35,8
1,0,379,Credit card,Scooter,111.0,35,10
1,0,37,Credit card,Bike,168.3,50,13
4,1,102,Cash,Bike,59.0,23,5
0,4,697,Credit card,Bike,15.3,9,3
4,1,948,Credit card,Bike,109.6,33,19
0,4,883,Credit card,Scooter,60.5,24,11
4,1,34,Satispay,Scooter,44.3,14,4
1,0,299,Credit card,Car,174.3,47,28
4,1,433,Bancomat,Scooter,178.4,57,27
2,1,98,Bancomat,Scooter,24.9,13,3
0,4,855,Credit card,Scooter,166.2,40,20
4,1,631,Cash,Bike,36.0,15,4
0,4,409,Satispay,Scooter,73.4,19,6
3,1,640,Credit card,Car,66.4,23,10
3,1,488,Credit card,Scooter,166.2,58,18
4,1,190,Cash,Scooter,187.3,62,31
3,1,98,Cash,Bike,119.0,32,17
0,4,838,Satispay,Scooter,109.6,30,6
3,1,537,Satispay,Bike,48.3,18,5
2,1,136,Bancomat,Bike,95.0,24,11
4,1,905,Cash,Bike,180.4,44,23
4,1,944,Credit card,Bike,173.8,58,17
3,1,535,Credit card,Scooter,23.5,9,4
4,1,961,Credit card,Bike,112.6,28,10
1,0,404,Credit card,Bike,113.2,29,16
1,0,648,Cash,Scooter,92.5,31,6
2,1,856,Credit card,Bike,166.1,52,9
4,1,946,Cash,Car,45.6,20,7
4,1,711,Credit card,Bike,127.1,45,10
1,0,660,Credit card,Scooter,191.2,60,31
3,1,528,Credit card,Scooter,105.6,37,12
2,1,889,Bancomat,Scooter,40.9,14,3
1,0,389,Credit card,Car,190.4,51,28
1,0,952,Bancomat,Bike,147.7,42,19
0,4,980,Satispay,Scooter,70.0,23,10
4,1,555,Credit card,Bike,78.7,28,13
0,4,877,Bancomat,Scooter,108.1,28,12
0,4,840,Credit card,Scooter,129.3,47,9
0,4,532,Credit card,Bike,47.5,14,7
2,1,656,Bancomat,Car,168.8,58,28
2,1,100,Credit card,Scooter,178.3,40,9
3,1,870,Cash,Scooter,160.9,52,26
2,1,146,Bancomat,Car,16.2,10,1
4,1,569,Cash,Bike,44.7,13,6
1,0,240,Bancomat,Bike,97.6,31,9
4,1,912,Credit card,Scooter,124.0,43,18
4,1,788,Cash,Bike,67.1,21,10
1,0,696,Credit card,Bike,17.4,10,2
2,1,827,Credit card,Bike,40.6,13,4
1,0,529,Cash,Bike,74.8,24,9
2,1,977,Bancomat,Scooter,198.5,70,13
2,1,120,Credit card,Scooter,64.4,20,4
2,1,534,Bancomat,Bike,95.6,36,13
0,4,275,Bancomat,Scooter,58.7,23,6
4,1,366,Cash,Bike,72.7,19,9
1,0,467,Bancomat,Scooter,179.4,50,22
0,4,51,Satispay,Scooter,94.6,34,9
4,1,594,Credit card,Car,72.8,23,6
1,0,725,Cash,Bike,55.0,23,5
4,1,994,Credit card,Scooter,115.0,43,9
2,1,620,Satispay,Scooter,172.1,44,15
4,1,794,Bancomat,Scooter,27.1,10,2
0,4,107,Satispay,Car,178.6,51,18
2,1,706,Cash,Scooter,88.7,25,14
4,1,757,Credit card,Scooter,37.2,17,7
1,0,990,Bancomat,Car,142.7,51,11
1,0,458,Cash,Scooter,176.2,62,30
1,0,856,Cash,Car,134.9,45,14
3,1,540,Bancomat,Scooter,147.6,53,18
4,1,947,Cash,Bike,120.1,43,19
1,0,726,Cash,Car,74.3,20,4
4,1,297,Credit card,Bike,20.0,11,4
3,1,712,Credit card,Car,17.9,9,1
0,4,748,Credit card,Scooter,69.7,18,7
1,0,643,Cash,Bike,99.7,37,17
3,1,661,Credit card,Car,116.1,37,12
4,1,834,Cash,Bike,45.5,14,4
3,1,930,Credit card,Bike,10.9,8,1
1,0,421,Cash,Scooter,191.2,62,15
4,1,839,Bancomat,Car,62.8,24,10
2,1,674,Bancomat,Bike,162.4,37,15
0,4,89,Credit card,Bike,192.5,69,14
4,1,896,Cash,Bike,156.7,38,8
1,0,59,Satispay,Car,73.6,25,10
2,1,772,Bancomat,Car,15.6,9,3
2,1,425,Credit card,Bike,19.6,10,1
2,1,167,Satispay,Bike,90.9,25,16
2,1,121,Bancomat,Bike,57.1,16,6
4,1,833,Bancomat,Scooter,157.9,47,17
4,1,632,Bancomat,Bike,136.2,39,11
3,1,689,Cash,Scooter,198.4,50,13
3,1,246,Satispay,Bike,129.8,30,22
0,4,515,Credit card,Scooter,163.2,54,21
0,4,575,Bancomat,Bike,137.6,48,7
0,4,642,Credit card,Bike,128.2,40,7
1,0,817,Satispay,Bike,173.7,55,21
1,0,82,Credit card,Scooter,49.0,16,5
3,1,744,Credit card,Bike,155.8,48,15
2,1,556,Bancomat,Bike,137.7,43,18
2,1,301,Bancomat,Car,173.9,52,14
3,1,579,Bancomat,Scooter,188.4,45,27
1,0,110,Cash,Bike,149.0,49,22
1,0,172,Satispay,Bike,18.5,9,2
3,1,486,Credit card,Scooter,41.9,15,6
0,4,208,Cash,Bike,70.9,21,6
4,1,722,Cash,Scooter,43.5,19,4
2,1,623,Credit card,Bike,143.1,43,18
3,1,566,Bancomat,Bike,156.8,49,8
2,1,968,Cash,Car,193.7,65,18
2,1,614,Satispay,Bike,152.2,47,19
2,1,785,Satispay,Scooter,95.0,35,8
2,1,847,Credit card,Scooter,112.9,32,17
0,4,481,Credit card,Bike,155.7,42,8
1,0,627,Cash,Bike,33.2,14,5
1,0,352,Credit card,Bike,140.6,34,18
1,0,519,Cash,Bike,129.5,38,21
2,1,567,Cash,Scooter,11.3,7,2
1,0,47,Bancomat,Car,90.9,29,15
0,4,854,Bancomat,Bike,154.7,48,20
3,1,272,Cash,Bike,141.9,33,9
0,4,85,Credit card,Bike,139.8,45,8
1,0,150,Cash,Car,24.4,10,3
3,1,165,Credit card,Car,73.3,29,7
2,1,154,Credit card,Scooter,108.1,31,12
1,0,434,Credit card,Scooter,185.3,61,13
3,1,569,Credit card,Bike,170.1,41,29
2,1,368,Cash,Bike,89.3,31,7
0,4,974,Credit card,Scooter,97.4,27,5
1,0,537,Credit card,Scooter,165.3,58,25
0,4,972,Satispay,Bike,115.7,31,17
4,1,831,Satispay,Scooter,45.1,20,3
3,1,660,Cash,Scooter,81.2,32,6
2,1,354,Cash,Scooter,63.6,19,5
3,1,490,Cash,Scooter,90.7,23,8
1,0,855,Bancomat,Scooter,19.6,9,1
1,0,387,Bancomat,Bike,167.3,40,21
3,1,222,Bancomat,Scooter,49.9,17,3
4,1,921,Credit card,Bike,25.1,12,3
0,4,305,Credit card,Scooter,124.9,31,9
1,0,267,Bancomat,Bike,101.7,33,14
1,0,580,Satispay,Scooter,168.0,52,29
0,4,826,Bancomat,Scooter,172.8,48,20
3,1,868,Bancomat,Scooter,42.9,13,4
3,1,384,Satispay,Bike,187.1,57,20
0,4,467,Satispay,Scooter,117.6,43,16
1,0,194,Credit card,Car,78.8,30,11
3,1,336,Credit card,Car,118.4,32,16
2,1,37,Credit card,Scooter,199.0,64,11
4,1,161,Cash,Bike,139.6,44,14
3,1,135,Cash,Scooter,38.5,15,6
1,0,169,Bancomat,Bike,139.2,47,7
4,1,873,Bancomat,Bike,65.3,18,6
1,0,545,Bancomat,Scooter,73.0,28,4
3,1,873,Bancomat,Bike,66.5,18,11
0,4,482,Cash,Scooter,178.1,55,15
1,0,45,Satispay,Car,26.6,12,3
1,0,326,Credit card,Bike,131.5,43,9
1,0,360,Bancomat,Car,117.4,35,14
4,1,181,Cash,Bike,92.3,29,12
1,0,611,Cash,Bike,71.8,28,10
3,1,518,Bancomat,Scooter,196.6,64,22
4,1,183,Credit card,Scooter,123.9,35,12
4,1,288,Cash,Bike,37.9,17,3
2,1,204,Credit card,Scooter,105.0,40,14
1,0,765,Satispay,Bike,114.1,41,17
0,4,414,Cash,Scooter,179.7,55,25
2,1,289,Credit card,Scooter,167.3,46,19
2,1,187,Cash,Scooter,110.0,32,8
4,1,914,Credit card,Bike,11.6,8,1
1,0,314,Credit card,Scooter,159.9,36,23
0,4,628,Bancomat,Car,189.4,55,12
2,1,474,Credit card,Car,115.7,31,9
1,0,475,Satispay,Scooter,161.0,56,22
1,0,323,Cash,Car,164.6,37,23
0,4,93,Cash,Bike,128.8,40,9
1,0,494,Cash,Bike,119.4,36,10
2,1,455,Credit card,Bike,105.5,27,18
1,0,236,Cash,Bike,135.8,41,19
3,1,563,Credit card,Bike,164.3,53,15
0,4,424,Credit card,Scooter,47.7,20,4
0,4,625,Credit card,Bike,84.4,31,14
2,1,299,Cash,Scooter,20.8,11,3
0,4,984,Credit card,Bike,165.0,55,12
0,4,498,Credit card,Bike,20.8,10,2
3,1,35,Bancomat,Bike,197.9,66,25
0,4,364,Bancomat,Bike,91.1,29,11
3,1,792,Credit card,Car,139.2,49,18
1,0,657,Credit card,Bike,171.2,43,20
0,4,893,Cash,Scooter,82.7,24,5
1,0,942,Bancomat,Scooter,179.3,45,28
2,1,359,Cash,Car,74.0,20,6
2,1,782,Bancomat,Bike,173.5,49,9
3,1,750,Bancomat,Bike,111.8,31,10
2,1,573,Satispay,Scooter,122.8,34,16
1,0,436,Bancomat,Car,111.4,36,18
3,1,939,Credit card,Scooter,40.3,14,3
4,1,701,Satispay,Bike,78.2,21,6
0,4,895,Credit card,Bike,81.1,27,14
1,0,220,Credit card,Scooter,179.4,49,26
3,1,668,Bancomat,Car,60.3,17,9
0,4,734,Bancomat,Bike,162.0,37,16
2,1,125,Bancomat,Scooter,92.2,23,6
4,1,351,Bancomat,Bike,165.8,60,22
2,1,383,Satispay,Scooter,45.3,19,5
4,1,567,Bancomat,Scooter,126.6,44,20
4,1,85,Credit card,Car,47.5,17,6
2,1,209,Bancomat,Scooter,43.4,18,4
0,4,36,Credit card,Scooter,109.5,37,17
2,1,247,Bancomat,Bike,54.6,20,8
3,1,184,Cash,Scooter,48.7,14,9
2,1,286,Credit card,Scooter,179.4,64,26
0,4,488,Satispay,Bike,101.0,25,13
0,4,399,Bancomat,Scooter,113.1,41,10
0,4,113,Cash,Scooter,162.3,39,10
3,1,128,Cash,Bike,149.4,49,17
0,4,411,Credit card,Scooter,83.4,22,8
0,4,566,Credit card,Bike,65.0,22,7
4,1,415,Bancomat,Scooter,20.8,9,4
1,0,160,Cash,Bike,17.6,10,1
4,1,222,Credit card,Scooter,56.8,21,9
4,1,280,Satispay,Scooter,82.2,26,10
1,0,208,Credit card,Scooter,154.2,47,8
4,1,94,Cash,Scooter,157.3,40,23
1,0,358,Bancomat,Bike,10.5,7,2
0,4,978,Credit card,Scooter,83.6,29,6
1,0,422,Bancomat,Bike,125.7,30,14
0,4,283,Cash,Scooter,115.9,41,18
0,4,41,Credit card,Scooter,152.7,36,14
0,4,455,Credit card,Scooter,82.3,28,13
0,4,890,Satispay,Bike,180.6,61,29
1,0,799,Cash,Bike,50.7,20,6
4,1,89,Credit card,Bike,123.9,43,16
2,1,59,Satispay,Bike,166.6,59,13
0,4,840,Cash,Car,20.3,10,2
3,1,232,Credit card,Car,141.3,51,20
4,1,692,Credit card,Bike,85.6,33,7
0,4,415,Bancomat,Bike,177.3,46,20
2,1,356,Bancomat,Bike,163.4,48,15
0,4,654,Cash,Bike,117.1,36,15
0,4,943,Bancomat,Scooter,69.8,27,6
1,0,977,Credit card,Bike,154.2,48,9
0,4,786,Cash,Bike,83.2,29,9
4,1,515,Bancomat,Scooter,153.5,37,16
3,1,260,Bancomat,Bike,19.0,8,1
0,4,581,Cash,Scooter,86.0,25,14
3,1,17,Cash,Scooter,62.4,21,6
3,1,180,Credit card,Scooter,166.8,44,14
4,1,719,Satispay,Bike,16.0,8,1
2,1,408,Cash,Scooter,21.2,10,2
0,4,210,Cash,Scooter,12.9,8,3
2,1,317,Cash,Bike,144.6,34,24
3,1,51,Credit card,Scooter,87.7,30,6
3,1,983,Cash,Bike,72.9,29,10
4,1,708,Credit card,Bike,28.6,10,3
1,0,538,Cash,Scooter,49.4,21,3
2,1,222,Bancomat,Bike,179.0,43,22
0,4,465,Credit card,Scooter,114.1,37,15
1,0,664,Cash,Car,77.9,28,10
1,0,590,Bancomat,Bike,130.7,47,10
4,1,104,Credit card,Scooter,128.5,45,12
1,0,747,Satispay,Scooter,123.4,46,10
0,4,439,Cash,Bike,56.6,19,10
2,1,828,Credit card,Bike,71.6,27,5
1,0,4,Credit card,Scooter,126.9,40,21
3,1,936,Credit card,Bike,146.7,36,18
2,1,912,Cash,Scooter,74.2,21,7
2,1,802,Cash,Scooter,130.7,40,20
4,1,677,Bancomat,Bike,162.7,47,16
1,0,903,Credit card,Scooter,166.7,55,9
1,0,646,Credit card,Bike,110.4,29,18
3,1,201,Bancomat,Scooter,77.3,25,11
0,4,435,Credit card,Bike,118.4,37,9
4,1,443,Credit card,Scooter,47.4,18,6
3,1,256,Credit card,Car,171.1,62,19
0,4,460,Satispay,Bike,127.0,33,11
4,1,555,Credit card,Car,14.2,9,3
1,0,482,Credit card,Scooter,162.1,39,9
4,1,565,Credit card,Bike,157.1,52,10
1,0,577,Credit card,Scooter,169.0,58,21
2,1,749,Bancomat,Bike,23.5,12,3
1,0,756,Credit card,Bike,151.3,40,16
1,0,440,Cash,Scooter,167.1,41,14
0,4,223,Cash,Scooter,70.7,27,5
2,1,459,Bancomat,Scooter,41.6,15,6
2,1,806,Bancomat,Scooter,104.8,36,7
0,4,478,Credit card,Car,119.8,44,11
4,1,159,Bancomat,Scooter,104.8,34,13
1,0,527,Satispay,Car,154.1,47,23
4,1,835,Credit card,Bike,167.1,59,14
1,0,885,Bancomat,Bike,94.9,36,5
3,1,173,Cash,Scooter,80.7,29,14
2,1,364,Credit card,Car,188.1,58,17
2,1,207,Credit card,Scooter,46.7,14,3
4,1,163,Bancomat,Car,194.9,62,15
0,4,719,Cash,Scooter,41.8,16,3
4,1,603,Cash,Scooter,117.1,43,9
1,0,683,Cash,Bike,85.9,31,9
4,1,372,Credit card,Car,108.7,29,14
2,1,884,Credit card,Bike,176.9,55,14
3,1,675,Bancomat,Scooter,138.1,40,15
2,1,389,Satispay,Bike,124.6,44,17
4,1,954,Bancomat,Scooter,187.0,55,25
2,1,791,Credit card,Scooter,93.4,34,12
2,1,121,Credit card,Bike,114.2,36,11
1,0,604,Satispay,Bike,148.2,52,11
2,1,372,Bancomat,Bike,199.3,59,29
4,1,525,Credit card,Bike,160.7,57,23
0,4,872,Cash,Scooter,150.2,42,12
2,1,900,Satispay,Car,162.4,59,28
0,4,754,Credit card,Scooter,66.4,21,11
1,0,946,Satispay,Bike,126.7,44,12
3,1,442,Credit card,Bike,194.9,44,15
4,1,60,Cash,Scooter,131.9,45,20
3,1,170,Credit card,Car,190.7,43,30
4,1,245,Credit card,Bike,139.7,40,18
4,1,888,Cash,Bike,27.2,11,5
3,1,905,Bancomat,Car,176.2,50,18
1,0,552,Credit card,Bike,39.4,15,2
2,1,388,Cash,Bike,80.3,23,6
2,1,802,Credit card,Scooter,169.0,42,15
0,4,614,Credit card,Scooter,80.1,26,8
1,0,920,Cash,Scooter,160.4,55,10
1,0,861,Credit card,Car,154.5,36,14
2,1,619,Credit card,Bike,127.0,32,13
1,0,401,Cash,Car,13.7,7,3
1,0,122,Satispay,Car,139.8,46,20
4,1,707,Credit card,Scooter,170.6,41,15
3,1,426,Cash,Scooter,97.6,25,14
4,1,588,Satispay,Bike,88.8,25,6
1,0,57,Credit card,Bike,117.2,40,9
2,1,611,Credit card,Scooter,37.3,12,4
3,1,716,Bancomat,Bike,54.9,22,7
1,0,519,Cash,Scooter,53.3,22,7
0,4,434,Bancomat,Car,29.8,13,5
1,0,412,Bancomat,Bike,80.4,30,14
4,1,495,Satispay,Scooter,45.8,16,4
2,1,811,Credit card,Car,44.9,18,5
4,1,613,Cash,Scooter,108.3,36,15
1,0,98,Credit card,Bike,166.1,55,19
1,0,175,Credit card,Scooter,86.0,31,14
1,0,160,Bancomat,Bike,186.3,59,27
2,1,976,Bancomat,Bike,86.5,29,12
3,1,752,Cash,Bike,16.0,8,3
4,1,258,Credit card,Car,186.7,61,32
3,1,989,Bancomat,Scooter,51.3,22,6
3,1,353,Cash,Bike,140.6,50,21
0,4,453,Cash,Scooter,89.4,33,12
3,1,445,Bancomat,Bike,70.6,22,9
2,1,645,Bancomat,Bike,65.7,20,5
1,0,880,Credit card,Bike,65.6,19,10
0,4,222,Credit card,Scooter,169.5,43,15
1,0,651,Satispay,Bike,96.1,32,15
4,1,36,Bancomat,Car,61.8,23,4
0,4,638,Cash,Car,35.4,12,2
4,1,614,Cash,Bike,160.9,44,18
4,1,348,Satispay,Bike,170.7,60,12
4,1,436,Credit card,Car,23.6,9,4
0,4,0,Bancomat,Scooter,156.1,41,24
2,1,963,Cash,Car,36.6,15,5
3,1,837,Credit card,Car,197.4,70,17
3,1,636,Credit card,Bike,119.3,28,8
3,1,142,Satispay,Bike,70.1,25,12
